transaction_id,timestamp,user_id,receiver_id,amount,sender_bank,receiver_bank,device_id,device_type,city,state,transaction_type,merchant_category,transaction_status,is_fraud,fraud_scenario
T0010558,2026-01-20 04:18:16,U0599,R4002,1860.66,Bank_E,Bank_E,NEW_56481,Android,Chennai,Tamil Nadu,P2P,Travel,SUCCESS,1,new_device
T0010578,2026-01-20 05:01:49,U0698,R1752,837.01,Bank_A,Bank_D,D0698_1,Android,Jaipur,Rajasthan,P2P,Shopping,SUCCESS,0,none
T0010724,2026-01-20 11:39:47,U0002,R1180,233.38,Bank_D,Bank_B,D0002_1,iOS,Chennai,Tamil Nadu,BillPay,Groceries,SUCCESS,0,none
T0010756,2026-01-20 13:01:34,U1672,R2630,28237.28,Bank_C,Bank_E,D1672_2,Android,Chennai,Tamil Nadu,P2P,Food,SUCCESS,0,none
T0010804,2026-01-20 14:45:13,U1614,R1269,265.22,Bank_A,Bank_D,D1614_2,Android,Kolkata,West Bengal,P2M,Healthcare,SUCCESS,0,none
T0010811,2026-01-20 14:55:03,U0248,R0825,426.76,Bank_D,Bank_D,D0248_1,Android,Delhi,Delhi,BillPay,Groceries,SUCCESS,0,none
T0010823,2026-01-20 15:22:39,U0606,R2032,986.68,Bank_C,Bank_A,D0606_2,Android,Kolkata,West Bengal,Recharge,Utilities,SUCCESS,0,none
T0010824,2026-01-20 15:22:46,U0294,R2343,125.11,Bank_D,Bank_C,D0294_1,Android,Kolkata,West Bengal,P2M,Groceries,SUCCESS,0,none
T0011077,2026-01-21 01:51:54,U1887,R0508,1187.32,Bank_C,Bank_E,D1887_1,Android,Bengaluru,Karnataka,P2P,Healthcare,SUCCESS,0,none
T0011265,2026-01-21 09:26:44,U0984,R0482,2616.18,Bank_C,Bank_D,D0984_1,Android,Jaipur,Rajasthan,Recharge,Travel,SUCCESS,0,none
T0011322,2026-01-21 11:32:53,U1730,R1411,197.25,Bank_E,Bank_E,D1730_1,Android,Kolkata,West Bengal,P2P,Food,SUCCESS,0,none
T0011374,2026-01-21 15:10:35,U1663,R1946,270.18,Bank_C,Bank_C,D1663_1,iOS,Pune,Maharashtra,P2P,Shopping,SUCCESS,0,none
T0011439,2026-01-21 17:58:25,U0597,R2815,1069.5,Bank_D,Bank_D,D0597_1,Android,Bengaluru,Karnataka,BillPay,Utilities,SUCCESS,0,none
T0011450,2026-01-21 18:28:04,U1166,R1037,1926.37,Bank_B,Bank_B,NEW_10450,Android,Jaipur,Rajasthan,BillPay,Healthcare,SUCCESS,0,none
T0011479,2026-01-21 20:06:13,U0700,R3990,266.15,Bank_D,Bank_D,D0700_1,Android,Bengaluru,Karnataka,P2P,Other,SUCCESS,0,none
T0011539,2026-01-21 22:41:30,U0820,R3808,1745.26,Bank_C,Bank_B,D0820_1,iOS,Jaipur,Rajasthan,P2M,Utilities,SUCCESS,0,none
T0011646,2026-01-22 03:44:44,U0360,R0983,277.88,Bank_D,Bank_C,D0360_1,Android,Kolkata,West Bengal,P2P,Utilities,SUCCESS,0,none
T0011712,2026-01-22 06:25:04,U1944,R2137,502.32,Bank_B,Bank_E,D1944_1,Android,Bengaluru,Karnataka,P2P,Other,SUCCESS,0,none
T0011731,2026-01-22 07:07:55,U0692,R2807,14421.8,Bank_C,Bank_B,D0692_1,Android,Jaipur,Rajasthan,Recharge,Travel,SUCCESS,0,none
T0011733,2026-01-22 07:10:58,U0282,R1176,1014.62,Bank_B,Bank_D,D0282_2,Android,Mumbai,Maharashtra,P2M,Travel,SUCCESS,0,none
T0011762,2026-01-22 08:22:58,U0104,R2866,362.04,Bank_C,Bank_D,D0104_2,Android,Delhi,Delhi,Recharge,Healthcare,SUCCESS,0,none
T0011869,2026-01-22 13:56:06,U1433,R0022,769.27,Bank_E,Bank_C,D1433_1,Android,Hyderabad,Telangana,P2M,Other,SUCCESS,0,none
T0011981,2026-01-22 18:54:34,U0655,R0941,1041.1,Bank_D,Bank_A,D0655_1,Android,Delhi,Delhi,P2M,Healthcare,FAILED,0,none
T0012002,2026-01-22 19:34:25,U1429,R0079,928.7,Bank_D,Bank_D,D1429_1,Android,Kolkata,West Bengal,P2P,Food,SUCCESS,0,none
T0012006,2026-01-22 19:41:41,U0819,R5954,8286.65,Bank_B,Bank_B,D0819_2,iOS,Hyderabad,Telangana,Recharge,Food,SUCCESS,0,none
T0012008,2026-01-22 19:43:51,U0737,R0424,363.07,Bank_B,Bank_C,D0737_1,iOS,Bengaluru,Karnataka,P2P,Healthcare,SUCCESS,0,none
T0012054,2026-01-22 21:25:11,U1144,R0923,5751.95,Bank_E,Bank_C,D1144_1,Android,Hyderabad,Telangana,P2P,Travel,SUCCESS,0,none
T0012084,2026-01-22 22:29:24,U0133,R1735,8.37,Bank_D,Bank_D,D0133_1,Android,Hyderabad,Telangana,P2M,Other,FAILED,0,none
T0012145,2026-01-23 00:55:21,U0698,R1777,287.17,Bank_C,Bank_E,D0698_2,Android,Jaipur,Rajasthan,P2M,Food,SUCCESS,0,none
T0012148,2026-01-23 01:03:12,U1369,R0664,6244.41,Bank_E,Bank_A,D1369_2,Android,Jaipur,Rajasthan,BillPay,Utilities,SUCCESS,0,none
T0012188,2026-01-23 02:43:10,U0911,R3365,499.05,Bank_C,Bank_B,D0911_1,Android,Hyderabad,Telangana,BillPay,Utilities,SUCCESS,0,none
T0012302,2026-01-23 07:45:01,U0702,R3055,2748.83,Bank_D,Bank_A,D0702_1,Android,Bengaluru,Karnataka,Recharge,Healthcare,SUCCESS,0,none
T0012448,2026-01-23 13:29:30,U0104,R1366,616.18,Bank_D,Bank_D,D0104_1,Android,Delhi,Delhi,BillPay,Utilities,SUCCESS,0,none
T0012610,2026-01-23 20:49:05,U1314,R5946,746.16,Bank_A,Bank_E,D1314_1,iOS,Jaipur,Rajasthan,P2M,Travel,SUCCESS,0,none
T0012636,2026-01-23 21:56:36,U0063,R0090,146.32,Bank_B,Bank_C,D0063_1,Android,Bengaluru,Karnataka,P2M,Groceries,SUCCESS,0,none
T0012654,2026-01-23 22:52:07,U1264,R0104,102.04,Bank_B,Bank_D,D1264_1,iOS,Bengaluru,Karnataka,P2M,Groceries,SUCCESS,0,none
T0012729,2026-01-24 01:33:24,U1645,R2141,182.1,Bank_E,Bank_A,D1645_1,Android,Delhi,Delhi,P2M,Healthcare,SUCCESS,0,none
T0012754,2026-01-24 02:33:34,U1806,R3885,844.83,Bank_C,Bank_C,D1806_2,Android,Hyderabad,Telangana,P2P,Groceries,SUCCESS,0,none
T0012774,2026-01-24 03:34:18,U1276,R2299,99.8,Bank_B,Bank_C,D1276_1,iOS,Jaipur,Rajasthan,P2P,Other,FAILED,0,none
T0012852,2026-01-24 06:52:04,U1607,R1703,687.45,Bank_C,Bank_C,D1607_1,Android,Jaipur,Rajasthan,P2P,Other,FAILED,0,none
T0012970,2026-01-24 11:45:14,U1642,R3259,487.74,Bank_E,Bank_B,D1642_1,Android,Hyderabad,Telangana,P2M,Travel,SUCCESS,0,none
T0012996,2026-01-24 12:53:51,U1340,R5640,230.85,Bank_C,Bank_E,D1340_2,iOS,Bengaluru,Karnataka,P2M,Healthcare,SUCCESS,0,none
T0013099,2026-01-24 17:43:03,U0260,R0002,326.85,Bank_C,Bank_E,D0260_1,iOS,Kolkata,West Bengal,BillPay,Healthcare,SUCCESS,0,none
T0013155,2026-01-24 19:50:26,U1128,R1362,2811.32,Bank_E,Bank_C,D1128_2,Android,Hyderabad,Telangana,P2P,Utilities,SUCCESS,0,none
T0013268,2026-01-25 00:18:15,U0450,R1836,153.95,Bank_A,Bank_D,D0450_1,Android,Chennai,Tamil Nadu,P2P,Utilities,SUCCESS,0,none
T0013357,2026-01-25 04:14:21,U1752,R1479,3357.3,Bank_A,Bank_A,D1752_1,Android,Hyderabad,Telangana,BillPay,Healthcare,SUCCESS,0,none
T0013414,2026-01-25 06:46:16,U0318,R1479,242.02,Bank_B,Bank_E,D0318_2,Android,Mumbai,Maharashtra,P2P,Groceries,FAILED,0,none
T0013467,2026-01-25 09:04:43,U1076,R3228,1129.03,Bank_C,Bank_D,D1076_2,Android,Pune,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0013472,2026-01-25 09:11:27,U1045,R3517,1205.45,Bank_D,Bank_D,D1045_1,Android,Delhi,Delhi,P2M,Travel,SUCCESS,0,none
T0013479,2026-01-25 09:32:44,U1546,R3487,1955.42,Bank_B,Bank_C,D1546_1,Android,Hyderabad,Telangana,P2P,Travel,SUCCESS,0,none
T0013520,2026-01-25 11:00:55,U1637,R0340,574.5,Bank_A,Bank_B,D1637_1,Android,Pune,Maharashtra,P2P,Travel,SUCCESS,1,subtle
T0013539,2026-01-25 11:44:54,U0475,R1404,111.81,Bank_E,Bank_A,D0475_2,Android,Pune,Maharashtra,P2P,Other,SUCCESS,0,none
T0013625,2026-01-25 15:46:54,U1765,R1189,284.3,Bank_D,Bank_A,D1765_1,Android,Pune,Maharashtra,Recharge,Groceries,SUCCESS,0,none
T0013650,2026-01-25 16:31:07,U1386,R3595,176.56,Bank_B,Bank_B,D1386_1,iOS,Mumbai,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0013662,2026-01-25 17:21:49,U1123,R1675,101.56,Bank_E,Bank_C,D1123_1,Android,Bengaluru,Karnataka,BillPay,Other,SUCCESS,0,none
T0013702,2026-01-25 19:03:51,U0002,R3025,356.98,Bank_A,Bank_C,NEW_6480,Android,Chennai,Tamil Nadu,P2P,Other,SUCCESS,0,none
T0013763,2026-01-25 21:36:18,U1854,R2033,2354.64,Bank_A,Bank_E,D1854_2,Android,Mumbai,Maharashtra,Recharge,Travel,SUCCESS,0,none
T0013872,2026-01-26 02:11:03,U1338,R0948,165.04,Bank_C,Bank_B,D1338_1,Android,Kolkata,West Bengal,P2P,Other,SUCCESS,0,none
T0014074,2026-01-26 10:19:51,U1984,R3418,369.86,Bank_D,Bank_E,D1984_1,Android,Mumbai,Maharashtra,P2M,Utilities,SUCCESS,0,none
T0014159,2026-01-26 13:22:41,U0544,R3520,547.64,Bank_D,Bank_E,D0544_1,Android,Delhi,Delhi,BillPay,Travel,SUCCESS,0,none
T0014166,2026-01-26 13:41:38,U0235,R1478,471.4,Bank_A,Bank_D,D0235_1,Android,Mumbai,Maharashtra,BillPay,Utilities,SUCCESS,0,none
T0014171,2026-01-26 13:48:02,U1150,R0554,206.9,Bank_C,Bank_D,NEW_23290,iOS,Hyderabad,Telangana,BillPay,Shopping,SUCCESS,0,none
T0014344,2026-01-26 21:34:12,U1868,R1944,12132.75,Bank_A,Bank_B,D1868_1,Android,Pune,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0014488,2026-01-27 03:56:41,U1109,R1378,1492.5,Bank_B,Bank_A,D1109_1,Android,Bengaluru,Karnataka,P2P,Travel,FAILED,0,none
T0014493,2026-01-27 04:08:45,U0155,R0669,530.0,Bank_C,Bank_B,D0155_2,Android,Mumbai,Maharashtra,BillPay,Food,SUCCESS,0,none
T0014618,2026-01-27 09:21:12,U0593,R4822,210.62,Bank_C,Bank_B,D0593_1,Android,Hyderabad,Telangana,P2M,Other,SUCCESS,0,none
T0014645,2026-01-27 10:34:37,U0265,R1025,281.15,Bank_E,Bank_C,D0265_1,Android,Kolkata,West Bengal,BillPay,Healthcare,SUCCESS,0,none
T0014710,2026-01-27 13:32:52,U0099,R0389,18959.65,Bank_A,Bank_D,D0099_1,Android,Jaipur,Rajasthan,Recharge,Shopping,SUCCESS,0,none
T0014758,2026-01-27 16:15:04,U0042,R2495,1561.99,Bank_E,Bank_E,D0042_2,Android,Jaipur,Rajasthan,P2P,Shopping,SUCCESS,0,none
T0014832,2026-01-27 19:54:43,U0029,R2690,4454.12,Bank_E,Bank_D,NEW_46625,Android,Mumbai,Maharashtra,P2M,Shopping,SUCCESS,1,mixed
T0015080,2026-01-28 06:18:20,U0296,R1450,405.6,Bank_D,Bank_B,D0296_1,Android,Hyderabad,Telangana,P2M,Groceries,SUCCESS,0,none
T0015119,2026-01-28 08:12:34,U0252,R2131,3253.23,Bank_B,Bank_B,D0252_2,Android,Bengaluru,Karnataka,P2P,Other,SUCCESS,0,none
T0015178,2026-01-28 11:13:25,U0343,R1020,3304.35,Bank_C,Bank_C,D0343_1,Android,Delhi,Delhi,P2M,Utilities,SUCCESS,0,none
T0015243,2026-01-28 13:42:17,U0426,R1536,362.47,Bank_D,Bank_C,D0426_1,Android,Kolkata,West Bengal,P2M,Food,SUCCESS,0,none
T0015268,2026-01-28 14:41:03,U1292,R2407,1845.83,Bank_A,Bank_C,D1292_1,iOS,Hyderabad,Telangana,P2M,Food,SUCCESS,0,none
T0015270,2026-01-28 14:45:33,U0352,R4500,5804.93,Bank_B,Bank_C,D0352_2,Android,Mumbai,Maharashtra,Recharge,Food,SUCCESS,0,none
T0015292,2026-01-28 15:36:05,U0102,R4308,1509.28,Bank_D,Bank_A,D0102_1,Android,Pune,Maharashtra,P2P,Travel,SUCCESS,0,none
T0015385,2026-01-28 19:05:29,U0596,R3444,1093.66,Bank_B,Bank_E,D0596_1,iOS,Kolkata,West Bengal,P2M,Healthcare,SUCCESS,0,none
T0015388,2026-01-28 19:08:36,U1175,R1914,328.37,Bank_A,Bank_A,D1175_1,Android,Bengaluru,Karnataka,P2P,Travel,SUCCESS,0,none
T0015432,2026-01-28 21:17:10,U1886,R2980,1522.97,Bank_B,Bank_C,D1886_1,Android,Pune,Maharashtra,P2P,Other,SUCCESS,0,none
T0015467,2026-01-28 23:00:46,U1482,R3641,467.81,Bank_A,Bank_A,D1482_1,iOS,Bengaluru,Karnataka,BillPay,Utilities,FAILED,0,none
T0015595,2026-01-29 05:18:30,U0459,R0712,89.73,Bank_A,Bank_B,D0459_1,Android,Chennai,Tamil Nadu,P2P,Other,SUCCESS,0,none
T0015602,2026-01-29 05:32:50,U0974,R2449,87.44,Bank_A,Bank_C,D0974_2,Android,Hyderabad,Telangana,P2M,Healthcare,SUCCESS,0,none
T0015657,2026-01-29 07:39:51,U0469,R1139,704.35,Bank_B,Bank_E,D0469_2,iOS,Kolkata,West Bengal,P2P,Shopping,SUCCESS,0,none
T0015728,2026-01-29 10:29:32,U0756,R1340,758.51,Bank_C,Bank_A,D0756_2,Android,Mumbai,Maharashtra,P2M,Shopping,SUCCESS,0,none
T0015758,2026-01-29 11:56:34,U0879,R5130,258.68,Bank_C,Bank_E,D0879_1,Android,Hyderabad,Telangana,P2P,Other,SUCCESS,0,none
T0015790,2026-01-29 13:35:06,U1468,R2332,3224.67,Bank_A,Bank_E,D1468_2,Android,Pune,Maharashtra,P2P,Healthcare,SUCCESS,0,none
T0015814,2026-01-29 14:39:46,U0002,R0905,457.87,Bank_B,Bank_B,D0002_1,Android,Chennai,Tamil Nadu,P2M,Utilities,SUCCESS,0,none
T0015826,2026-01-29 15:06:46,U1864,R2776,2648.92,Bank_B,Bank_C,D1864_1,Android,Bengaluru,Karnataka,P2P,Healthcare,SUCCESS,0,none
T0015909,2026-01-29 19:23:48,U1742,R1873,1189.32,Bank_A,Bank_B,D1742_2,iOS,Mumbai,Maharashtra,BillPay,Other,SUCCESS,0,none
T0015923,2026-01-29 20:04:34,U1387,R1910,2377.66,Bank_E,Bank_A,D1387_2,Android,Mumbai,Maharashtra,P2M,Healthcare,SUCCESS,0,none
T0015941,2026-01-29 20:43:56,U1592,R3233,758.85,Bank_C,Bank_B,D1592_1,Android,Hyderabad,Telangana,P2M,Food,SUCCESS,0,none
T0015981,2026-01-29 22:25:30,U1835,R3616,320.14,Bank_B,Bank_E,D1835_1,Android,Delhi,Delhi,P2P,Healthcare,SUCCESS,0,none
T0016287,2026-01-30 11:50:22,U0061,R3656,2522.75,Bank_E,Bank_C,D0061_1,Android,Jaipur,Rajasthan,P2P,Food,SUCCESS,0,none
T0016387,2026-01-30 15:58:06,U1547,R0883,2004.5,Bank_A,Bank_B,D1547_1,Android,Hyderabad,Telangana,P2P,Groceries,SUCCESS,0,none
T0016400,2026-01-30 16:35:52,U0828,R0512,100.97,Bank_C,Bank_D,D0828_1,Android,Delhi,Delhi,P2M,Healthcare,SUCCESS,0,none
T0016581,2026-01-31 00:27:50,U1378,R1060,4525.03,Bank_A,Bank_D,D1378_2,Android,Mumbai,Maharashtra,P2M,Food,SUCCESS,0,none
T0016824,2026-01-31 11:01:21,U0282,R3963,434.61,Bank_D,Bank_E,D0282_2,Android,Mumbai,Maharashtra,Recharge,Travel,SUCCESS,0,none
T0016958,2026-01-31 17:30:41,U0433,R2012,56.21,Bank_A,Bank_A,D0433_2,Android,Hyderabad,Telangana,P2M,Utilities,SUCCESS,0,none
T0017024,2026-01-31 20:23:25,U1474,R3123,171.37,Bank_A,Bank_E,D1474_2,Android,Delhi,Delhi,Recharge,Utilities,SUCCESS,0,none
T0017241,2026-02-01 07:19:16,U0212,R3726,1520.62,Bank_A,Bank_A,D0212_1,Android,Hyderabad,Telangana,P2P,Groceries,SUCCESS,0,none
T0017253,2026-02-01 07:42:04,U1185,R1936,450.42,Bank_C,Bank_B,D1185_2,iOS,Chennai,Tamil Nadu,BillPay,Travel,SUCCESS,0,none
T0017373,2026-02-01 12:29:37,U0702,R0347,3917.68,Bank_E,Bank_B,D0702_1,Android,Bengaluru,Karnataka,Recharge,Groceries,SUCCESS,0,none
T0017379,2026-02-01 12:51:20,U1865,R3372,114.75,Bank_C,Bank_B,D1865_1,Android,Bengaluru,Karnataka,BillPay,Food,SUCCESS,0,none
T0017522,2026-02-01 18:31:36,U1997,R2098,253.82,Bank_E,Bank_E,D1997_1,Android,Kolkata,West Bengal,P2P,Food,SUCCESS,0,none
T0017524,2026-02-01 18:34:04,U0616,R1020,187.66,Bank_D,Bank_B,D0616_1,Android,Bengaluru,Karnataka,P2P,Shopping,SUCCESS,0,none
T0017543,2026-02-01 19:02:45,U0992,R4166,320.49,Bank_E,Bank_A,D0992_1,Android,Jaipur,Rajasthan,P2P,Utilities,SUCCESS,0,none
T0017747,2026-02-02 02:51:08,U0615,R4997,50.7,Bank_C,Bank_B,D0615_2,Android,Jaipur,Rajasthan,P2M,Other,SUCCESS,0,none
T0017805,2026-02-02 05:37:23,U0242,R1394,358.14,Bank_B,Bank_E,D0242_1,iOS,Kolkata,West Bengal,P2P,Healthcare,SUCCESS,0,none
T0017821,2026-02-02 06:13:24,U1135,R4678,392.08,Bank_E,Bank_D,D1135_1,Android,Delhi,Delhi,P2M,Utilities,SUCCESS,0,none
T0017841,2026-02-02 06:56:12,U0125,R3902,133.96,Bank_E,Bank_E,D0125_1,Android,Delhi,Delhi,P2P,Utilities,SUCCESS,0,none
T0017894,2026-02-02 08:56:10,U1881,R3966,531.37,Bank_D,Bank_A,D1881_2,iOS,Jaipur,Rajasthan,P2P,Food,SUCCESS,0,none
T0018049,2026-02-02 14:51:53,U0828,R0512,338.6,Bank_B,Bank_A,D0828_1,Android,Delhi,Delhi,BillPay,Utilities,FAILED,0,none
T0018083,2026-02-02 15:54:08,U1713,R0823,2114.42,Bank_B,Bank_B,D1713_1,Android,Hyderabad,Telangana,P2P,Food,SUCCESS,0,none
T0018184,2026-02-02 20:08:21,U0389,R0896,877.11,Bank_E,Bank_E,D0389_1,Android,Kolkata,West Bengal,P2P,Healthcare,SUCCESS,0,none
T0018276,2026-02-03 00:03:40,U1765,R2340,215.54,Bank_A,Bank_A,D1765_1,iOS,Pune,Maharashtra,P2P,Food,SUCCESS,0,none
T0018316,2026-02-03 01:22:14,U1853,R2019,1799.25,Bank_A,Bank_E,D1853_2,Android,Pune,Maharashtra,P2P,Other,SUCCESS,0,none
T0018354,2026-02-03 03:17:45,U0529,R3831,186.5,Bank_B,Bank_B,D0529_2,Android,Kolkata,West Bengal,BillPay,Groceries,SUCCESS,0,none
T0018387,2026-02-03 04:36:36,U1814,R4732,528.43,Bank_E,Bank_B,D1814_1,Android,Mumbai,Maharashtra,P2M,Travel,SUCCESS,0,none
T0018472,2026-02-03 08:47:39,U0760,R0604,709.17,Bank_B,Bank_C,D0760_1,Android,Kolkata,West Bengal,P2P,Utilities,SUCCESS,0,none
T0018495,2026-02-03 09:41:43,U1651,R3389,57.99,Bank_D,Bank_A,D1651_1,Android,Kolkata,West Bengal,P2P,Other,SUCCESS,0,none
T0018553,2026-02-03 12:28:03,U1264,R1192,391.15,Bank_A,Bank_C,D1264_1,iOS,Bengaluru,Karnataka,P2M,Groceries,SUCCESS,0,none
T0018578,2026-02-03 14:03:11,U1582,R1975,1086.66,Bank_B,Bank_C,D1582_2,Android,Mumbai,Maharashtra,BillPay,Other,SUCCESS,0,none
T0018601,2026-02-03 15:16:01,U1440,R4315,447.26,Bank_C,Bank_E,D1440_1,Android,Kolkata,West Bengal,P2P,Travel,SUCCESS,0,none
T0018620,2026-02-03 16:06:38,U1076,R0445,113.23,Bank_E,Bank_D,D1076_2,Android,Hyderabad,Telangana,P2M,Healthcare,SUCCESS,0,none
T0018628,2026-02-03 16:35:27,U0828,R0338,40.98,Bank_C,Bank_A,D0828_2,iOS,Delhi,Delhi,P2M,Shopping,SUCCESS,0,none
T0018763,2026-02-03 21:33:19,U0387,R1423,3929.03,Bank_A,Bank_E,D0387_1,Android,Bengaluru,Karnataka,P2M,Groceries,SUCCESS,0,none
T0018864,2026-02-04 02:16:46,U1864,R2776,3121.73,Bank_B,Bank_A,D1864_2,Android,Bengaluru,Karnataka,P2P,Utilities,SUCCESS,0,none
T0019246,2026-02-04 19:49:29,U1494,R3412,1370.96,Bank_E,Bank_B,D1494_1,Android,Mumbai,Maharashtra,P2M,Healthcare,SUCCESS,0,none
T0019487,2026-02-05 06:25:24,U0357,R1601,600.81,Bank_A,Bank_C,D0357_1,Android,Pune,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0019937,2026-02-06 02:35:52,U1378,R0751,286.07,Bank_D,Bank_D,D1378_2,Android,Mumbai,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0020034,2026-02-06 06:54:48,U1288,R5014,874.28,Bank_E,Bank_A,D1288_2,Android,Delhi,Delhi,BillPay,Healthcare,SUCCESS,1,subtle
T0020058,2026-02-06 08:18:18,U0625,R1194,412.47,Bank_C,Bank_A,D0625_1,Android,Pune,Maharashtra,P2M,Shopping,SUCCESS,0,none
T0020074,2026-02-06 08:45:10,U0537,R4364,1610.19,Bank_E,Bank_E,D0537_1,Android,Chennai,Tamil Nadu,P2P,Food,SUCCESS,1,new_receiver_amount
T0020084,2026-02-06 09:11:39,U1694,R0561,4611.76,Bank_D,Bank_C,D1694_1,Android,Hyderabad,Telangana,Recharge,Utilities,FAILED,0,none
T0020147,2026-02-06 12:09:44,U1625,R1953,2262.9,Bank_B,Bank_B,D1625_1,iOS,Chennai,Tamil Nadu,P2P,Other,SUCCESS,0,none
T0020269,2026-02-06 17:36:30,U0498,R3561,532.52,Bank_D,Bank_C,D0498_1,Android,Pune,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0020305,2026-02-06 19:24:30,U0606,R0939,675.87,Bank_B,Bank_D,D0606_1,Android,Kolkata,West Bengal,P2M,Groceries,SUCCESS,0,none
T0020396,2026-02-06 23:03:33,U1636,R3656,866.73,Bank_A,Bank_D,D1636_1,Android,Pune,Maharashtra,Recharge,Utilities,SUCCESS,0,none
T0020816,2026-02-07 17:37:56,U1083,R0772,121.48,Bank_A,Bank_C,D1083_1,Android,Delhi,Delhi,P2P,Groceries,SUCCESS,0,none
T0020819,2026-02-07 17:43:51,U1645,R2141,85.92,Bank_E,Bank_D,D1645_1,iOS,Delhi,Delhi,P2P,Shopping,SUCCESS,0,none
T0020835,2026-02-07 18:16:37,U0886,R5725,922.68,Bank_C,Bank_D,D0886_1,iOS,Pune,Maharashtra,P2P,Shopping,SUCCESS,1,subtle
T0020914,2026-02-07 21:24:12,U1288,R2947,785.6,Bank_D,Bank_B,D1288_1,Android,Delhi,Delhi,P2P,Utilities,SUCCESS,0,none
T0020934,2026-02-07 22:58:33,U0294,R3172,536.22,Bank_D,Bank_B,D0294_1,Android,Kolkata,West Bengal,P2P,Groceries,SUCCESS,0,none
T0020965,2026-02-08 00:19:45,U1134,R3137,7844.66,Bank_C,Bank_D,D1134_2,Android,Hyderabad,Telangana,P2M,Utilities,SUCCESS,0,none
T0021070,2026-02-08 03:44:52,U0320,R3804,604.83,Bank_D,Bank_A,D0320_1,Android,Hyderabad,Telangana,P2P,Shopping,SUCCESS,0,none
T0021110,2026-02-08 05:40:12,U1668,R0120,22397.4,Bank_D,Bank_D,D1668_1,Android,Delhi,Delhi,P2P,Other,SUCCESS,0,none
T0021124,2026-02-08 06:37:50,U0974,R3832,389.79,Bank_D,Bank_D,D0974_1,Android,Hyderabad,Telangana,P2P,Shopping,SUCCESS,0,none
T0021236,2026-02-08 10:48:32,U1611,R2162,505.33,Bank_E,Bank_B,D1611_1,Android,Pune,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0021316,2026-02-08 14:40:17,U0109,R2511,52.55,Bank_D,Bank_E,D0109_1,Android,Kolkata,West Bengal,BillPay,Food,SUCCESS,0,none
T0021351,2026-02-08 16:27:18,U0242,R1394,340.13,Bank_B,Bank_B,D0242_1,Android,Kolkata,West Bengal,P2P,Travel,SUCCESS,0,none
T0021375,2026-02-08 17:49:36,U0338,R2567,125.81,Bank_A,Bank_D,D0338_1,Android,Pune,Maharashtra,P2P,Other,SUCCESS,0,none
T0021437,2026-02-08 20:45:35,U1527,R0890,284.32,Bank_E,Bank_E,D1527_2,Android,Pune,Maharashtra,P2M,Shopping,SUCCESS,0,none
T0021559,2026-02-09 01:45:04,U0700,R1708,1035.31,Bank_C,Bank_C,D0700_2,iOS,Bengaluru,Karnataka,Recharge,Travel,SUCCESS,0,none
T0021725,2026-02-09 09:03:24,U0713,R2811,1209.97,Bank_B,Bank_B,D0713_1,Android,Hyderabad,Telangana,P2P,Healthcare,SUCCESS,0,none
T0021780,2026-02-09 10:43:33,U0609,R1623,421.65,Bank_A,Bank_D,D0609_1,Android,Bengaluru,Karnataka,P2P,Food,SUCCESS,0,none
T0021803,2026-02-09 11:33:28,U1980,R0730,192.83,Bank_D,Bank_A,D1980_1,iOS,Delhi,Delhi,P2P,Food,SUCCESS,0,none
T0021857,2026-02-09 13:40:21,U1626,R1838,669.12,Bank_C,Bank_D,D1626_1,Android,Hyderabad,Telangana,P2P,Utilities,SUCCESS,0,none
T0021880,2026-02-09 14:26:00,U1257,R1054,65.15,Bank_C,Bank_A,D1257_1,iOS,Chennai,Tamil Nadu,P2P,Other,SUCCESS,0,none
T0021912,2026-02-09 15:50:21,U1262,R1137,1402.68,Bank_A,Bank_B,D1262_1,Android,Kolkata,West Bengal,Recharge,Food,SUCCESS,0,none
T0022019,2026-02-09 20:25:24,U0418,R0845,1531.91,Bank_C,Bank_B,D0418_2,Android,Jaipur,Rajasthan,P2M,Healthcare,SUCCESS,0,none
T0022022,2026-02-09 20:30:16,U1744,R3366,2577.69,Bank_C,Bank_B,D1744_1,iOS,Chennai,Tamil Nadu,P2M,Food,SUCCESS,0,none
T0022063,2026-02-09 22:15:28,U1752,R5914,1103.75,Bank_E,Bank_D,D1752_2,Android,Mumbai,Maharashtra,P2P,Groceries,SUCCESS,0,none
T0022080,2026-02-09 22:47:29,U1369,R0664,362.24,Bank_C,Bank_B,D1369_1,iOS,Jaipur,Rajasthan,P2P,Shopping,SUCCESS,0,none
T0022225,2026-02-10 05:05:05,U1178,R4565,1209.38,Bank_E,Bank_C,D1178_2,Android,Chennai,Tamil Nadu,P2P,Shopping,SUCCESS,0,none
T0022226,2026-02-10 05:08:50,U1159,R3317,438.19,Bank_E,Bank_B,D1159_1,iOS,Mumbai,Maharashtra,P2P,Healthcare,SUCCESS,0,none
